name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost2plates,type
South Grand,Yes,No,bad,102,others,Casual Dining,others,400,Delivery
Catch-up-ino,Yes,No,good,133,Banashankari,Cafe,others,800,Delivery
The Pizzeria,Yes,No,bad,45,Banashankari,Casual Dining,others,800,Delivery
Cafe Zone,Yes,No,good,149,others,Quick Bites,others,300,Delivery
Ruchis Point,Yes,No,good,75,Banashankari,Quick Bites,others,200,Delivery
Firangi Bake,Yes,No,insane,53,others,Delivery,others,600,Delivery
The Royal Corner - Pai Viceroy,Yes,Yes,insane,815,Jayanagar,Casual Dining,"North Indian, Chinese",900,Delivery
Hara Fine Dine,Yes,Yes,insane,633,Banashankari,Casual Dining,"North Indian, Chinese",800,Delivery
Chocoberry,Yes,No,bad,56,Jayanagar,Dessert Parlor,others,400,Delivery
Dakshin Grand,Yes,No,bad,82,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,Delivery
Sandwichwallas,Yes,No,good,35,Jayanagar,Quick Bites,Fast Food,200,Delivery
Chai Mane,Yes,No,good,20,Basavanagudi,Quick Bites,others,150,Delivery
SLV Upachar,Yes,No,bad,14,others,Quick Bites,others,250,Delivery
Waffle-A-Go Go,Yes,No,good,70,Banashankari,Dessert Parlor,others,400,Delivery
Cross Road Cafe,Yes,No,good,91,Jayanagar,Cafe,others,300,Delivery
Anand Donne Biriyani,Yes,No,good,45,Jayanagar,Quick Bites,Biryani,200,Delivery
Seven Star,Yes,No,bad,7,Banashankari,Quick Bites,"North Indian, Chinese",250,Delivery
Stop 'N' Joy,Yes,No,good,28,Banashankari,Quick Bites,Fast Food,150,Delivery
Sri Yaksha Shiv Sagar,Yes,No,good,24,Banashankari,Casual Dining,"North Indian, Chinese",600,Delivery
Fudge,Yes,No,good,36,Basavanagudi,Dessert Parlor,others,200,Delivery
Just Bunny,Yes,No,bad,11,Jayanagar,Quick Bites,Fast Food,200,Delivery
Bakers Town,Yes,No,good,77,others,Cafe,others,650,Delivery
Shree Mahalakshmi Sweets,Yes,No,bad,8,Banashankari,others,"Mithai, Street Food",100,Delivery
Kaapi Kendra,Yes,No,good,14,Jayanagar,Quick Bites,South Indian,100,Delivery
Ivy,Yes,No,good,210,others,Casual Dining,"North Indian, Chinese, Fast Food",600,Delivery
The Airos,Yes,No,insane,130,Jayanagar,Cafe,others,650,Delivery
Chai Kraft,Yes,No,insane,30,Jayanagar,others,others,100,Delivery
Kirthi's Biryani,Yes,No,good,144,Banashankari,Cafe,others,700,Delivery
South Point Pub,Yes,No,bad,11,Basavanagudi,others,others,800,Delivery
The Trundle,Yes,No,good,133,Jayanagar,Casual Dining,others,700,Delivery
The Krishna Grand Xpress,Yes,No,insane,136,Jayanagar,Quick Bites,"South Indian, Fast Food",350,Delivery
Sri Krishna Darshini,Yes,No,bad,4,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200,Delivery
Shringar Sweets & Snacks,Yes,No,bad,11,Basavanagudi,others,others,200,Delivery
Udupi Grand,Yes,No,good,74,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery
Ganesh Grand,Yes,No,good,30,Basavanagudi,Quick Bites,others,300,Delivery
Shreyas Upahar & Burger Point,Yes,No,bad,7,Basavanagudi,Quick Bites,others,200,Delivery
Coffee Tindi,Yes,No,good,75,Banashankari,others,others,200,Delivery
Little Cafe,Yes,No,good,54,Basavanagudi,Cafe,others,600,Delivery
Mumbai Badam Milk & Lassi Center,Yes,No,good,23,Basavanagudi,others,"Beverages, Desserts",100,Delivery
Sri Krishna Sagar,Yes,No,bad,119,Banashankari,Casual Dining,"North Indian, Chinese",400,Delivery
Mylari Biryani Family Restaurant,Yes,No,good,73,Banashankari,Quick Bites,"Biryani, Fast Food",400,Delivery
1980s Games Cafe,Yes,No,bad,58,Basavanagudi,Cafe,"Cafe, Fast Food",400,Delivery
Kadala Tarangaa,Yes,No,good,129,Banashankari,Casual Dining,others,600,Delivery
Namma Biryani,Yes,No,good,24,Banashankari,Quick Bites,others,250,Delivery
Nandhanu's Rasoi,Yes,No,bad,175,others,Quick Bites,"Chinese, North Indian",400,Delivery
Hotel Pork Paradise,Yes,No,good,21,others,Quick Bites,South Indian,300,Delivery
As On Fire,Yes,No,bad,41,others,others,others,400,Delivery
J K Fish Land,Yes,No,good,35,Jayanagar,Quick Bites,others,300,Delivery
Curry Leaves,Yes,No,insane,176,Basavanagudi,Casual Dining,others,800,Delivery
Lassi Shop,Yes,No,bad,45,Banashankari,others,others,300,Delivery
Magic Meals,Yes,No,good,47,Jayanagar,others,others,400,Delivery
Desi Cream Junction,Yes,Yes,good,36,Jayanagar,Casual Dining,others,650,Delivery
Drunken Monkey,Yes,No,good,52,others,others,"Beverages, Fast Food",400,Delivery
Ruchi's Corner,Yes,No,bad,123,Banashankari,Quick Bites,Fast Food,200,Delivery
Tandoori Bytes,Yes,No,good,59,others,Casual Dining,North Indian,700,Delivery
Bangalore Donne Biriyani,Yes,No,bad,4,others,Quick Bites,"South Indian, Biryani",300,Delivery
SGS Non Veg - Gundu Pulav,Yes,No,good,101,Banashankari,Quick Bites,"Biryani, Fast Food",400,Delivery
Keventers,Yes,No,good,54,Banashankari,others,others,400,Delivery
Sree Sagar,Yes,No,good,0,Banashankari,Quick Bites,South Indian,200,Delivery
Navi Food Point,Yes,No,good,22,Basavanagudi,Quick Bites,Fast Food,200,Delivery
Shawarma Inc,Yes,No,bad,31,Banashankari,others,others,250,Delivery
The Cafe Nuts and Bolts,Yes,No,bad,29,others,Cafe,others,500,Delivery
AM WOW,Yes,No,bad,6,Jayanagar,others,Beverages,100,Delivery
Lalbagh Grand,Yes,No,bad,22,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery
Funjabi Curries,Yes,No,bad,11,Banashankari,Quick Bites,North Indian,500,Delivery
Eat Repeat,Yes,No,good,101,Basavanagudi,Quick Bites,South Indian,150,Delivery
Salut,Yes,Yes,insane,442,Jayanagar,others,others,1200,Delivery
Nammura Donne Biriyani,Yes,No,bad,155,Basavanagudi,Quick Bites,"Biryani, Fast Food",400,Delivery
Lassi Stop,Yes,No,bad,12,Banashankari,others,others,150,Delivery
Dakshin Kitchen,Yes,No,good,15,Basavanagudi,Quick Bites,South Indian,100,Delivery
Sri Sai Cafe,Yes,No,bad,10,Basavanagudi,Quick Bites,South Indian,200,Delivery
Sri Sai 99 Variety Dosa,Yes,No,good,25,Banashankari,Quick Bites,South Indian,300,Delivery
Utsav Restaurant,Yes,No,good,61,Banashankari,Quick Bites,"North Indian, Chinese",300,Delivery
Crunch and Munch,Yes,No,good,23,others,Quick Bites,others,300,Delivery
Food Geek,Yes,No,good,25,Basavanagudi,Quick Bites,others,350,Delivery
Sri Krishna Aramane,Yes,No,good,40,others,Quick Bites,others,200,Delivery
Great Indian Rolls,Yes,No,bad,4,Basavanagudi,Quick Bites,others,100,Delivery
Chats Point,Yes,No,bad,8,Basavanagudi,Quick Bites,others,150,Delivery
Food Point,Yes,No,bad,32,others,Quick Bites,"North Indian, Chinese",300,Delivery
Swarga Ruchi,Yes,No,bad,10,Basavanagudi,Quick Bites,South Indian,200,Delivery
Kolkata King,Yes,No,bad,6,Basavanagudi,Quick Bites,"Fast Food, Rolls",300,Delivery
Sandwich Mama's And Frozen Monster,Yes,No,good,53,Jayanagar,Quick Bites,others,250,Delivery
New Rajadhani Spicy,Yes,No,good,67,others,Casual Dining,North Indian,700,Delivery
Big Mishra Pedha,Yes,No,bad,23,Jayanagar,others,Mithai,250,Delivery
VEGeatz,Yes,No,bad,19,Banashankari,Quick Bites,"South Indian, North Indian",200,Delivery
Foodizo,Yes,No,good,24,Banashankari,Quick Bites,others,300,Delivery
Food Springs,Yes,No,insane,232,Jayanagar,Quick Bites,"South Indian, Chinese",400,Delivery
Chung's Chinese Corner,Yes,No,good,221,Jayanagar,Casual Dining,Chinese,700,Delivery
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,insane,1063,Jayanagar,"Casual Dining, Bar",others,1200,Delivery
Goli Vada Pav No. 1,Yes,No,good,93,Basavanagudi,Quick Bites,Street Food,200,Delivery
Ragoo's,Yes,No,good,233,Jayanagar,Casual Dining,others,800,Delivery
Pure & Natural,Yes,No,good,211,Jayanagar,Casual Dining,others,500,Delivery
Maiyas,Yes,No,insane,1778,Jayanagar,Quick Bites,others,200,Delivery
Sip n Dine,Yes,No,good,218,others,Casual Dining,"North Indian, Chinese, South Indian",800,Delivery
Cafe Mondo,Yes,No,good,514,Basavanagudi,Cafe,others,600,Delivery
Jalpaan,Yes,Yes,insane,866,Jayanagar,Casual Dining,"North Indian, Continental",900,Delivery
Kataria's Pakwan,Yes,No,bad,96,others,Quick Bites,North Indian,400,Delivery
Juicy Momos,Yes,No,bad,80,Banashankari,Quick Bites,others,250,Delivery
Amande Patisserie,Yes,No,insane,73,Basavanagudi,Bakery,others,300,Delivery
Anand Sweets and Savouries,Yes,No,good,84,Jayanagar,others,"Mithai, Street Food",400,Delivery
Chicken Hunt,Yes,No,bad,88,Banashankari,Quick Bites,others,350,Delivery
Swadesh Tadka,Yes,No,bad,179,Banashankari,Casual Dining,others,600,Delivery
Cane-O-La,Yes,No,good,61,Basavanagudi,Quick Bites,others,100,Delivery
New Biryani Mane,Yes,No,good,128,others,Casual Dining,others,450,Delivery
Upahara Darshini,Yes,No,good,339,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery
Karnataka Bhel House,Yes,No,insane,449,Basavanagudi,Quick Bites,Street Food,100,Delivery
Sreeraj Lassi Bar,Yes,No,insane,210,Jayanagar,others,Beverages,150,Delivery
Juice Junction Food Court,Yes,No,good,57,Basavanagudi,Quick Bites,others,200,Delivery
Bunt's Biriyani Palace,Yes,No,bad,213,Banashankari,Quick Bites,others,400,Delivery
Chai Point,Yes,No,bad,208,Jayanagar,others,others,250,Delivery
Janahaar,Yes,No,good,70,Banashankari,Quick Bites,South Indian,100,Delivery
Redberrys,Yes,No,insane,219,Basavanagudi,Cafe,others,600,Delivery
Utsav,Yes,No,good,59,Banashankari,Quick Bites,"North Indian, Street Food",200,Delivery
Meat And Eat,Yes,No,bad,10,Banashankari,Quick Bites,"Fast Food, Burger",500,Delivery
Snacks Bite,Yes,No,bad,9,others,Quick Bites,others,400,Delivery
The Spice Saga,Yes,No,good,124,others,Casual Dining,others,750,Delivery
Dakshin Cafe,Yes,No,good,19,others,Quick Bites,South Indian,100,Delivery
Mr. Parathewala,Yes,No,good,0,Jayanagar,"Takeaway, Delivery",North Indian,300,Delivery
Kaulige Millet Corner,Yes,No,bad,4,Basavanagudi,Quick Bites,others,150,Delivery
Ifruit Ice Cream,Yes,No,bad,4,others,Dessert Parlor,"Desserts, Ice Cream",150,Delivery
Havmor,Yes,No,good,21,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",200,Delivery
Grand Food,Yes,No,bad,8,Banashankari,others,others,250,Delivery
Dining Hut,Yes,No,bad,10,others,Quick Bites,"North Indian, Chinese, South Indian",400,Delivery
7 Hills Garden Restaurant,Yes,No,good,0,Banashankari,Quick Bites,"North Indian, Mughlai, Chinese",400,Delivery
Desi Swaad,Yes,No,bad,10,others,Quick Bites,North Indian,400,Delivery
Yummy Momos,Yes,No,bad,4,others,Quick Bites,others,200,Delivery
Masale Daan,Yes,No,bad,4,Banashankari,Delivery,North Indian,350,Delivery
Sri Manjunatha Tandoori Corner,Yes,No,good,0,others,Quick Bites,others,300,Delivery
Grow Fit,Yes,No,good,16,JP Nagar,"Takeaway, Delivery",others,500,Delivery
Cutcakes,Yes,No,good,0,others,"Takeaway, Delivery",Bakery,300,Delivery
Sandwich Hub,Yes,No,bad,12,Jayanagar,Quick Bites,others,300,Delivery
Healthy Bakes 'n' Brew,Yes,No,good,0,Jayanagar,Bakery,Bakery,150,Delivery
Udupi Sri Krishna Cafe,Yes,No,good,14,Jayanagar,Casual Dining,"North Indian, South Indian",600,Delivery
Starlite Bakery & Fastfood,Yes,No,good,0,Jayanagar,Quick Bites,others,300,Delivery
Veganbreak24x7,Yes,No,bad,5,others,"Takeaway, Delivery",others,199,Delivery
Aadhya Hotel,Yes,No,bad,5,Basavanagudi,"Casual Dining, Bar",others,800,Delivery
Dodda Mane Baaduta,Yes,No,bad,15,Banashankari,Quick Bites,others,250,Delivery
Swadd Kitchen,Yes,No,bad,4,Basavanagudi,Casual Dining,"North Indian, Fast Food",500,Delivery
Nandini Milk Parlour and Restaurant,Yes,No,good,0,others,others,others,250,Delivery
Happy Chopsticks,Yes,No,good,17,Basavanagudi,Quick Bites,others,300,Delivery
Sai Super Sandwich,Yes,No,good,0,Banashankari,Quick Bites,others,200,Delivery
Right Pizza,Yes,No,good,0,Basavanagudi,Quick Bites,Pizza,300,Delivery
Udupi Upachar,Yes,No,bad,6,Banashankari,Quick Bites,"South Indian, North Indian",500,Delivery
Davanagere Benne Dose Hut,Yes,No,bad,10,Banashankari,Quick Bites,South Indian,100,Delivery
The Sip Shop,Yes,No,good,0,Basavanagudi,Quick Bites,others,200,Delivery
Jalsa,Yes,Yes,insane,775,Banashankari,Casual Dining,"North Indian, Mughlai, Chinese",800,Delivery
Subz,Yes,Yes,insane,2022,Jayanagar,Casual Dining,"North Indian, South Indian",1000,Delivery
Rajastani Rasoi,Yes,No,good,0,Basavanagudi,Quick Bites,North Indian,100,Delivery
Sri Banashankari Upahara,Yes,No,good,0,others,Quick Bites,"North Indian, South Indian",150,Delivery
Cafe Shuffle,Yes,Yes,insane,150,Banashankari,Cafe,others,600,Delivery
Mint and Mustard,Yes,No,insane,232,Basavanagudi,Casual Dining,"North Indian, Chinese",750,Delivery
Chinese Square,Yes,No,good,38,Basavanagudi,Quick Bites,Chinese,200,Delivery
Hyderabad Express,Yes,No,good,0,Banashankari,Quick Bites,others,300,Delivery
Punjabi Raswada,Yes,Yes,bad,431,Jayanagar,Casual Dining,North Indian,800,Delivery
Vinny's,Yes,Yes,insane,2115,Banashankari,Casual Dining,others,800,Delivery
Chetty's Corner,Yes,No,bad,30,others,Quick Bites,others,200,Delivery
Kapoor's Cafe,Yes,No,insane,150,Jayanagar,Casual Dining,North Indian,800,Delivery
Donne Biryani & Kabab Corner,Yes,No,bad,12,others,Quick Bites,others,200,Delivery
Sukh Sagar,Yes,No,good,155,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",450,Delivery
S M V Snacks Corner,Yes,No,good,33,Basavanagudi,Quick Bites,Fast Food,200,Delivery
Andhra Ruchulu,Yes,Yes,insane,666,Jayanagar,"Casual Dining, Bar",others,1000,Delivery
The Samosa Co,Yes,No,good,0,Jayanagar,Quick Bites,others,200,Delivery
Steaming Mugs,Yes,No,good,240,Basavanagudi,Cafe,Cafe,700,Delivery
San Churro Cafe,Yes,No,good,918,Banashankari,others,others,800,Delivery
Rajathadri Food Fort,Yes,No,insane,465,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600,Delivery
Brew Meister,Yes,Yes,insane,970,Jayanagar,others,others,1500,Delivery
Rasoi,Yes,No,bad,128,Banashankari,Quick Bites,"North Indian, Chinese",300,Delivery
Mr. Singh Da Dhaba,Yes,No,good,241,others,Quick Bites,"North Indian, Chinese",300,Delivery
Kababs N Biryani,Yes,No,bad,22,Banashankari,Quick Bites,South Indian,200,Delivery
Ayodhya Upachar,Yes,No,insane,734,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Delivery
Biriyani Mane,Yes,No,good,130,Jayanagar,Quick Bites,"North Indian, Biryani",400,Delivery
Cafe Ajfan,Yes,No,insane,261,Jayanagar,Cafe,others,700,Delivery
Brundhavana Food Point,Yes,No,insane,191,others,Quick Bites,others,300,Delivery
SLV Corner Restaurant,Yes,No,insane,364,Basavanagudi,Casual Dining,others,550,Delivery
Biryani Royals Garden,Yes,No,good,0,others,Quick Bites,others,500,Delivery
Hotel New Karavali,Yes,No,good,133,Banashankari,Quick Bites,others,300,Delivery
The Krishna Grand,Yes,No,good,888,Banashankari,Casual Dining,others,750,Delivery
360 Atoms Restaurant And Cafe,Yes,No,bad,13,Banashankari,Cafe,others,400,Delivery
Roti Ghar,Yes,No,good,750,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian",500,Delivery
The Coffee Shack,Yes,Yes,insane,164,Banashankari,Cafe,others,500,Delivery
Multi Snacky Hub,No,No,good,0,Basavanagudi,Quick Bites,Fast Food,200,Delivery
Kettle & Kegs,Yes,No,bad,6,Banashankari,Delivery,others,200,Delivery
Baisakhi,Yes,No,good,527,Basavanagudi,Casual Dining,North Indian,500,Delivery
Corner House Ice Cream,No,No,insane,345,Banashankari,Dessert Parlor,"Ice Cream, Desserts",400,Desserts
Poonam Sweets,No,No,insane,356,Banashankari,others,Mithai,150,Desserts
XO Belgian Waffle,Yes,No,good,17,Banashankari,Dessert Parlor,"Desserts, Beverages",400,Desserts
Old Mumbai Ice Cream,Yes,No,good,38,Banashankari,Dessert Parlor,Ice Cream,150,Desserts
Cake of the Day,No,No,good,78,Banashankari,others,Bakery,150,Desserts
Amma's Pastries,No,No,good,60,Banashankari,Dessert Parlor,Bakery,400,Desserts
Kanti Sweets,Yes,No,insane,115,Banashankari,others,"Mithai, Street Food",400,Desserts
Sugar Rush,No,No,good,39,Banashankari,Bakery,"Bakery, Desserts",300,Desserts
Polar Bear,Yes,No,good,116,Banashankari,Dessert Parlor,others,400,Desserts
San Churro Cafe,Yes,No,good,918,Banashankari,others,others,800,Desserts
Anand Sweets and Savouries,No,No,good,46,Banashankari,others,"Mithai, Street Food",400,Desserts
Ibaco,Yes,No,good,41,Banashankari,Dessert Parlor,Desserts,300,Desserts
Kirthi's Biryani,Yes,No,good,144,Banashankari,Cafe,others,700,Desserts
The Lassi and Juice Park,No,No,good,28,Banashankari,others,others,150,Desserts
Stoned Monkey,Yes,No,insane,860,Banashankari,Dessert Parlor,"Desserts, Ice Cream",500,Desserts
Parimala Sweets,No,No,bad,14,Banashankari,others,"Mithai, Street Food",200,Desserts
The Big O Bakes,No,No,insane,66,Banashankari,Bakery,"Bakery, Desserts",300,Desserts
Shree Mahalakshmi Sweets,Yes,No,bad,8,Banashankari,others,"Mithai, Street Food",100,Desserts
Keventers,Yes,No,good,54,Banashankari,others,others,400,Desserts
Dessert Rose,No,No,bad,7,Banashankari,Dessert Parlor,Desserts,500,Desserts
Thanco's Natural Ice Creams,No,No,bad,9,Banashankari,Dessert Parlor,Ice Cream,300,Desserts
Corner Stone,No,No,good,42,Banashankari,others,others,300,Desserts
Kaggis,No,No,good,64,Banashankari,Quick Bites,others,250,Desserts
Cocoa Bakes,Yes,No,good,14,Banashankari,Bakery,"Bakery, Desserts",350,Desserts
Floured-Baked With Love,No,No,good,45,Banashankari,"Takeaway, Delivery",Bakery,400,Desserts
CAFE NOVA,No,No,bad,11,Banashankari,Cafe,"Cafe, Bakery",600,Desserts
Cakes & Slices,No,No,bad,13,Banashankari,Bakery,"Bakery, Desserts",300,Desserts
Arun Ice Cream,No,No,bad,7,Banashankari,Dessert Parlor,"Ice Cream, Desserts",150,Desserts
Just Bake,No,No,bad,8,Banashankari,Bakery,"Bakery, Desserts",400,Desserts
Dharwad Line Bazaar Mishra Pedha,No,No,good,0,Banashankari,Dessert Parlor,Mithai,150,Desserts
Cake Bite,No,No,good,0,Banashankari,Bakery,Bakery,300,Desserts
Kwality Wall's Swirl's Happiness Station,No,No,bad,25,Banashankari,Dessert Parlor,"Ice Cream, Desserts",200,Desserts
Melting Melodies,No,No,good,0,Banashankari,Bakery,Bakery,300,Desserts
Sweet N Swirl,No,No,bad,17,Banashankari,Dessert Parlor,"Desserts, Ice Cream",150,Desserts
Me And My Cake,No,No,good,0,Banashankari,Delivery,"Bakery, Desserts",500,Desserts
Mukesh Sweet Centre,No,No,good,0,Banashankari,others,Mithai,300,Desserts
Darkolates,No,No,good,0,Banashankari,others,Desserts,200,Desserts
Sai Super Sandwich,Yes,No,good,0,Banashankari,Quick Bites,others,200,Desserts
Sweet Truth,Yes,No,good,35,Banashankari,Delivery,"Bakery, Desserts",500,Desserts
Waffle-A-Go Go,Yes,No,good,70,Banashankari,Dessert Parlor,others,400,Desserts
Gopi Ice Creams,No,No,good,0,Banashankari,Dessert Parlor,Ice Cream,100,Desserts
Sri Venkateshwara Sweet Meat Stall,No,No,insane,98,Basavanagudi,others,others,400,Desserts
Baskin Robbins,No,No,good,25,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",250,Desserts
Redberrys,Yes,No,insane,219,Basavanagudi,Cafe,others,600,Desserts
Amande Patisserie,Yes,No,insane,73,Basavanagudi,Bakery,others,300,Desserts
Srinivasa Brahmins Bakery,No,No,good,16,Basavanagudi,others,others,150,Desserts
Jain Bakes,No,No,good,8,Basavanagudi,Bakery,"Bakery, Desserts",250,Desserts
Cake Ghar,Yes,No,good,15,Basavanagudi,Bakery,Bakery,400,Desserts
KC Das - Sweet Spot,No,No,good,46,Basavanagudi,others,"Mithai, Street Food",200,Desserts
Sugar Stars Co,No,No,good,0,Basavanagudi,Bakery,"Bakery, Desserts",300,Desserts
Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,bad,13,Basavanagudi,others,others,300,Desserts
Cake Yard,Yes,No,bad,9,Basavanagudi,Dessert Parlor,Desserts,250,Desserts
Iceberg Icecreams,Yes,No,insane,43,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",250,Desserts
A2B Veg - Adyar Ananda Bhavan,Yes,No,bad,97,Basavanagudi,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400,Desserts
Bombay Kulfis,No,No,good,0,JP Nagar,Dessert Parlor,Ice Cream,200,Desserts
Sri Krishna Sweets,Yes,No,good,22,Basavanagudi,others,others,250,Desserts
Cake Art,No,No,bad,15,Basavanagudi,others,Bakery,400,Desserts
Cakecraft,No,No,good,0,Jayanagar,others,Desserts,350,Desserts
